"Name","House","Expansion – #","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Sucker Punch","Shadows","AGE_OF_ASCENSION – 277","2.25","0","1","0","0","0.75","0","0.5","0","0","0","1","0","0","13495","12069","[object Object] | [object Object] | [object Object]","alpha – -3 – house","","Alpha. (You can only play this card before doing anything else this step.)Play: Deal 2D to an enemy creature.If that creature is destroyed by this effect, archive Sucker Punch.",""
"Swindle","Shadows","AGE_OF_ASCENSION – 278","1","1","1","0","0","0","0","-1","0","0","0","0","0","0","10773","10093","[object Object] | [object Object] | [object Object]","alpha – -3 – house","","Alpha. (You can only play this card before doing anything else this step.)Omega. (After you play this card,end this step.)Play: Steal 3A.",""
"Pawn Sacrifice","Shadows","CALL_OF_THE_ARCHONS – 279","2.3","0","1","0","0","1.5","-2","0","0","0","0","1","0","0","36552","29005","[object Object] | [object Object] | [object Object]","goodDestroyed – 2 – anyHouse | badPenny – 2 – anyHouse","","Play: Sacrifice a friendly creature. If you do, deal 3<D> each to 2 creatures.","Pawn to Queen’s Bishop four."
"Throwing Stars","Shadows","AGE_OF_ASCENSION – 279","2","0","1","0","0","1","0","0","0","0","0","0","0","0","13113","12565","[object Object] | [object Object]","","","Play: Deal 1D to up to 3 creatures. Gain 1A for each creature destroyed this way.",""
"Poison Wave","Shadows","CALL_OF_THE_ARCHONS – 280","2","0","1","0","0","1","0","0","0","0","0","1","0","0","36306","28934","[object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 3 – anyHouse | power3OrHigherCreatures – 2 – anyHouse | power2OrLowerCreatures – -2 – anyHouse","","Play: Deal 2<D> to each creature.","“Totally Tubular!” – Quixo the “Adventurer”"
"Umbra","Shadows","CALL_OF_THE_ARCHONS – 314 | AGE_OF_ASCENSION – 280","1.05","0.25","0","0","0","0","4","0","0","0","0","0","2","0","48590","41145","[object Object] | [object Object] | [object Object]","readiesCreatures – 2 – house | protectsCreatures – 2 – anyHouse | causesFighting – 2 – anyHouse","Thief,Elf","Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Fight: Steal 1A.","“When the fightin’s done, the real work begins.” "
"Relentless Whispers","Shadows","CALL_OF_THE_ARCHONS – 281","3.25","0.75","1.75","0","0","0.75","0","0","0","0","0","1","0","0","49508","35174","[object Object] | [object Object]","dealsDamage – 1 – house | badPenny – 1 – anyHouse","","Play: Deal 2<D> to a creature. If this damage destroys that creature, steal 1<A>.",""
"Whistling Darts","Shadows","AGE_OF_ASCENSION – 281","2","0","1","0","0","1","0","0","0","0","0","1","0","0","13350","12261","[object Object] | [object Object] | [object Object]","","","Play: Deal 1D to each enemy creature.","Do, Rei, Mi, AHHH!"
"Routine Job","Shadows","CALL_OF_THE_ARCHONS – 282 | AGE_OF_ASCENSION – 311","3","1.5","1.5","0","0","0","0","0","0","0","0","0","0","0","17766","12515","[object Object] | [object Object]","routineJob – 3 – anyHouse | shufflesDiscard – -2 – anyHouse","","Play: Steal 1<A>. Then, steal 1<A> for each copy of Routine Job in your discard pile.",""
"Yantzee Gang","Shadows","AGE_OF_ASCENSION – 282","1.9","1","0","0","0","0","5","0","0","0","0","0","5","0","14837","13950","[object Object] | [object Object]","","Thief,Elf","Action: Steal 1A.","“This hand’s not gonna fill itself.””It might, though.””Stow it Clyde; I’m working a bit here!”"
"Bonerot Venom","Shadows","AGE_OF_ASCENSION – 283","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","4436","4351","[object Object]","","","After this creature is used, deal 2D to it.","“Oh, no! My bones!” – Quixo the ”Adventurer”"
"Treasure Map","Shadows","CALL_OF_THE_ARCHONS – 284 | AGE_OF_ASCENSION – 318","2","0","2","0","0","0","0","0","0","0","0","1","0","0","5741","4639","","","","Play: If you have not played any other cards this turn, gain 3<A>. For the remainder of the turn, you cannot play cards.",""
"Brend the Fanatic","Shadows","AGE_OF_ASCENSION – 284","2.6999999999999997","1","1","0","0","0","3","0","0","0","0","0","3","0","7260","6088","[object Object] | [object Object]","sacrificesCreatures – 2 – anyHouse | destroysFriendlyCreatures – 2 – anyHouse | damagesFriendlyCreatures – 1 – anyHouse","Thief,Elf","Skirmish.Play: Your opponent gains 1A.Destroyed: Steal 3A.","“Here, hold this.”"
"Evasion Sigil","Shadows","CALL_OF_THE_ARCHONS – 286","1.5","0","1","0","0","0","0","0","0","0","0.5","1","0","0","3904","3277","[object Object]","power2OrLowerCreatures – 3 – anyHouse | revealsTopDeck – 1 – anyHouse | power5OrHigherCreatures – -2 – anyHouse | causesFighting – -3 – anyHouse | goodFight – -3 – anyHouse","Power","Before a creature fights, discard the top card of its controller's deck. If the discarded card is of the active house, exhaust that creature with no effect.",""
"Hideaway Hole","Shadows","AGE_OF_ASCENSION – 287","1.3","0","1","0","0","0","3","0","0","0","0","1","0","0","4648","4426","[object Object]","","Location","Omni: Sacrifice Hideaway Hole. Creatures you control gain elusive until the start of your next turn.",""
"Longfused Mines","Shadows","CALL_OF_THE_ARCHONS – 287 | AGE_OF_ASCENSION – 306","2","0","1","0","0","1","0","0","0","0","0","1","0","0","6055","4928","[object Object] | [object Object] | [object Object]","returnsEnemyCreaturesToHand – 1 – anyHouse | destroysEnemyCreatures – -2 – anyHouse | highTotalCreaturePower – -2 – anyHouse","Weapon","Omni: Sacrifice Longfused Mines. Deal 3<D> to each enemy creature not on a flank.",""
"Masterplan","Shadows","CALL_OF_THE_ARCHONS – 288","2.5","0","1","0","0","0","0","1.5","0","0","0","1","0","0","4876","3730","[object Object]","forgesKeys – 1 – anyHouse","Item","Play: Put a card from your hand facedown beneath Masterplan.Omni: Play the card beneath Masterplan. Sacrifice Masterplan.",""
"Safe Place","Shadows","CALL_OF_THE_ARCHONS – 289","2","0","1","1","0","0","0","0","0","0","0","1","0","0","4184","3372","[object Object]","","Location","You may spend <A> on Safe Place when forging keys.Action: Move 1<A> from your pool to Safe Place.",""
"Little Niff","Shadows","AGE_OF_ASCENSION – 289","2.3","0.75","0.75","0","0","0","4","0","0","0","0","0","2","0","5350","5046","[object Object] | [object Object] | [object Object] | [object Object] | [object Object]","omega – -3 – house","Thief,Elf","Omega. Deploy. Elusive.After a neighbor of Little Niff is used to fight, steal 1A.",""
"Seeker Needle","Shadows","CALL_OF_THE_ARCHONS – 290","0.75","0","0.5","0","0","0.25","0","0","0","0","0","0","0","0","31983","26670","[object Object] | [object Object]","badPenny – 3 – anyHouse","Weapon","Action: Deal 1<D> to a creature. If this damage destroys that creature, gain 1<A>.","“What was that?”"
"Murkens","Shadows","AGE_OF_ASCENSION – 290","1.6","0","0","0","0","0","2","1","0","0","0","0","2","0","5772","5147","[object Object]","","Thief,Elf","Play: Choose a random card in your opponent’s archives or the top card of your opponent’s deck. Play that card as if it were yours.",""
"Nightforge","Shadows","AGE_OF_ASCENSION – 291","1.25","0","1","0.25","0","0","0","0","0","0","0","1","0","0","4761","4784","[object Object]","highExpectedAmber – 2 – house | lowExpectedAmber – -2 – house","","Play: If you have not forged a keythis turn, you may forge a key at+4A current cost.",""
"Oubliette","Shadows","CALL_OF_THE_ARCHONS – 278 | AGE_OF_ASCENSION – 292","1","0","0","0","0","1","0","0","0","0","0","0","0","0","15104","13411","","","","Play: Purge a creature with power 3 or lower.","“I forgot we had this down here!”"
"Special Delivery","Shadows","CALL_OF_THE_ARCHONS – 292 | AGE_OF_ASCENSION – 296","1.75","0","1","0","0","0.75","0","0","0","0","0","1","0","0","18376","15300","[object Object] | [object Object]","","Item","Omni: Sacrifice Special Delivery. Deal 3<D> to a flank creature. If this damage destroys that creature, purge it.",""
"Perplexing Sophistry","Shadows","AGE_OF_ASCENSION – 293","2","0","1","0","0","0","0","0.5","0.5","0","0","1","0","0","5072","4726","","highExpectedAmber – 2 – house | lowExpectedAmber – -2 – house","","Play: If you have more A than your opponent, they discard a random card from their hand and you draw a card.",""
"Speed Sigil","Shadows","CALL_OF_THE_ARCHONS – 293","2","0","2","0","0","0","0","0","0","0","0","1","0","0","14963","11389","[object Object]","goodReap – 2 – anyHouse | goodAction – 2 – anyHouse | skirmish – 2 – anyHouse | returnsFriendlyArtifactsToHand – 2 – anyHouse | readiesCreatures – -2 – house","Power","The first creature played each turn enters play ready.",""
"Redlock","Shadows","AGE_OF_ASCENSION – 294","1.7999999999999998","0","1","0","0","0","4","0","0","0","0","0","3","0","4955","4705","[object Object]","lowCreatureCount – 2 – anyHouse | highCreatureCount – -2 – anyHouse","Thief,Elf","Skirmish. (When you use this creature to fight, it is dealt no damage in return.)At the end of your turn, if you did not play any creatures this turn, gain 1A.",""
"Skeleton Key","Shadows","CALL_OF_THE_ARCHONS – 291 | AGE_OF_ASCENSION – 295","0.75","0.75","0","0","0","0","0","0","0","0","0","0","0","0","14974","13312","[object Object] | [object Object]","","Item","Action: A friendly creature captures 1A.","Skeleton sold separately. "
"Subtle Maul","Shadows","CALL_OF_THE_ARCHONS – 294 | AGE_OF_ASCENSION – 297","1","0","0","0","0","0","0","0","1","0","0","0","0","0","16311","14518","[object Object] | [object Object]","","Weapon","Action: Your opponent discards a random card from their hand.",""
"Too Much to Protect","Shadows","CALL_OF_THE_ARCHONS – 283 | AGE_OF_ASCENSION – 298","3.5","1","2","0.5","0","0","0","0","0","0","0","1","0","0","24132","18753","[object Object]","increasesKeyCost – 3 – anyHouse | capturesAmber – 2 – house | stealsAmber – 1 – house","","Play: Steal all but 6 of your opponent’s A.","Not taking it would be the real crime."
"Carlo Phantom","Shadows","CALL_OF_THE_ARCHONS – 298","2.6","1","1","0","0","0","2","0","0","0","0","0","1","0","13112","10592","[object Object] | [object Object]","highArtifactCount – 3 – anyHouse | returnsFriendlyArtifactsToHand – 2 – anyHouse | lowArtifactCount – -2 – anyHouse","Thief,Elf","Elusive. Skirmish.Each time you play an artifact, steal 1<A>.","“Give me half a chance an’ I’ll steal the whole of it.”"
"Bulleteye","Shadows","CALL_OF_THE_ARCHONS – 297 | AGE_OF_ASCENSION – 299","1.7999999999999998","0","0","0","0","1","4","0","0","0","0","0","2","0","6050","4968","[object Object] | [object Object]","readiesCreatures – 3 – house | protectsCreatures – 1 – anyHouse","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Destroy a flank creature.",""
"Deipno Spymaster","Shadows","CALL_OF_THE_ARCHONS – 299 | AGE_OF_ASCENSION – 301","1.6","0","0","0","0","0","2","0","0","1","0","0","1","0","5546","4672","[object Object] | [object Object]","protectsCreatures – 1 – anyHouse","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Omni: Choose a friendly creature. You may use that creature this turn.",""
"Customs Office","Shadows","CALL_OF_THE_ARCHONS – 285 | AGE_OF_ASCENSION – 300","2","0.75","0.75","0","0.5","0","0","0","0","0","0","0","0","0","5472","4513","[object Object]","returnsEnemyArtifactsToHand – 3 – anyHouse","Location","Your opponent must pay you 1A in order to play an artifact.",""
"Faygin","Shadows","CALL_OF_THE_ARCHONS – 300","2.6999999999999997","1","1","0","0","0","3","0","0","0","0","0","3","0","7043","5184","[object Object]","urchin – 3 – anyHouse | protectsCreatures – 1 – anyHouse","Human,Thief","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Return an Urchin from play or from your discard pile to your hand.",""
"Macis Asp","Shadows","CALL_OF_THE_ARCHONS – 301","1.9","0","0","0","0","1","5","0","0","0","0","0","3","0","12564","10722","[object Object] | [object Object]","causesFighting – 1 – anyHouse | protectsCreatures – 1 – anyHouse","Beast","Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Poison. (Any damage dealt by this creature’s power during a fight destroys the damaged creature.)",""
"Guard Disguise","Shadows","AGE_OF_ASCENSION – 302","3","1.5","1.5","0","0","0","0","0","0","0","0","0","0","0","1675","1596","[object Object] | [object Object]","","Item","Action: Sacrifice Guard Disguise. If your opponent has 3A or fewer, steal 3A.","“Why hello, fellow guards!”"
"Mack the Knife","Shadows","CALL_OF_THE_ARCHONS – 302 | AGE_OF_ASCENSION – 307","3.15","0","1","0","0","0.25","5","0","0","1","0","0","3","0","6259","5185","[object Object] | [object Object]","","Thief,Elf","Elusive.You may use Mack the Knife as if it belonged to the active house.Action: Deal 1<D> to a creature. If this damage destroys that creature, gain 1<A>.",""
"Heist Night","Shadows","AGE_OF_ASCENSION – 303","1","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","1406","1353","[object Object] | [object Object]","thief – 3 – anyHouse | alpha – -3 – house","","Alpha. (You can only play this card before doing anything else this step.)Play: Steal 1A for each friendly Thief creature.","Why steal ‘from’ the bank…"
"Magda the Rat","Shadows","CALL_OF_THE_ARCHONS – 303","2","0.5","0.5","0","0","0","6","0","0","0","0","0","4","0","13883","11033","[object Object]","","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Steal 2<A>.Leaves Play: Your opponent steals 2<A>.",""
"Key of Darkness","Shadows","CALL_OF_THE_ARCHONS – 273 | AGE_OF_ASCENSION – 304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3986","3914","[object Object]","","","Play: Forge a key at +6A current cost.If your opponent has no A, forge a key at +2A current cost instead.",""
"Mooncurser","Shadows","CALL_OF_THE_ARCHONS – 304","1.9500000000000002","0.25","0","0","0","1","3","0","0","0","0","0","1","0","13492","11179","[object Object] | [object Object] | [object Object]","protectsCreatures – 2 – anyHouse | readiesCreatures – 2 – house | causesFighting – 1 – anyHouse | highTotalCreaturePower – 1 – anyHouse | lowTotalCreaturePower – -1 – anyHouse","Thief,Elf","Skirmish. Poison.Fight: Steal 1<A>.","Dark of night, thieves’ delight."
"Lethal Distraction","Shadows","AGE_OF_ASCENSION – 305","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","1514","1390","","","","Play: Choose a creature. For the remainder of the turn, whenever this creature takes damage, it takes an additional 2D.","“Again? Ya’ kiddin’ me?”"
"Nexus","Shadows","CALL_OF_THE_ARCHONS – 305","1.9","0","0","0","1","0","5","0","0","0","0","0","3","0","35125","28818","[object Object] | [object Object]","destroysEnemyArtifacts – -1 – anyHouse","Cyborg,Thief","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Use an opponent’s artifact as if it were yours.",""
"Noddy the Thief","Shadows","CALL_OF_THE_ARCHONS – 306","1.7999999999999998","1","0","0","0","0","4","0","0","0","0","0","2","0","34968","29132","[object Object] | [object Object] | [object Object]","","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Action: Steal 1<A>.",""
"Old Bruno","Shadows","CALL_OF_THE_ARCHONS – 307","2.4","1.5","0","0","0","0","5","0","0","0","0","0","3","0","14948","11510","[object Object] | [object Object]","","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Capture 3<A>.","“I raise.”"
"Dodger","Shadows","CALL_OF_THE_ARCHONS – 308","1.4","0.5","0","0","0","0","5","0","0","0","0","0","5","0","37677","29737","[object Object] | [object Object]","preventsDamage – 2 – house | readiesCreatures – 2 – house | causesFighting – 1 – anyHouse","Thief,Elf","Fight: Steal 1<A>.","“What did you do, Tiny?” –Valdr"
"Plague Rat","Shadows","AGE_OF_ASCENSION – 308","1","0","0","0","0","0.5","1","0","0","0","0","0","1","0","7317","7678","[object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 1 – anyHouse","Rat,Beast","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Each non-Rat creature is dealt 1D for each Rat creature in play.",""
"Rigged Lottery","Shadows","AGE_OF_ASCENSION – 309","1.5","0","1.5","0","0","0","0","0","0","0","0","1","0","0","1723","1541","","","","Play: Each player discards the top 5 cards of their deck. For each Shadows card discarded, its owner gains 1A.","“And the winner is…Old Bruno. Again.”"
"Shadow Self","Shadows","CALL_OF_THE_ARCHONS – 310","2.8","0","0","0","0","0","9","0","0","0","1.5","0","9","0","38871","30744","[object Object] | [object Object]","","Specter","Shadow Self deals no damage when fighting.  Damage dealt to non-Specter neighbors is dealt to Shadow Self instead.",""
"Silvertooth","Shadows","CALL_OF_THE_ARCHONS – 311","1.6","0","1","0","0","0","2","0","0","0","0","0","2","0","35850","28794","","readiesCreatures – -2 – house","Thief,Elf","Silvertooth enters play ready.","If you see teeth gleaming in the dark, it’s already too late."
"Sack of Coins","Shadows","AGE_OF_ASCENSION – 312","2","0","1","0","0","1","0","0","0","0","0","1","0","0","1838","1593","[object Object]","highExpectedAmber – 2 – house | lowExpectedAmber – -2 – house","","Play: Deal 1D to a creature for eachA in your pool.","“The Svarr are masters of improvised weaponry.” – Toothless Jakk"
"Smiling Ruth","Shadows","CALL_OF_THE_ARCHONS – 312","0.8500000000000001","0","0","0","0","0.25","2","0","0","0","0","0","1","0","3479","2906","[object Object]","readiesCreatures – 2 – house","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: If you forged a key this turn, take control of an enemy flank creature.",""
"Scowly Caper","Shadows","AGE_OF_ASCENSION – 313","1","0","0","0","0","1","-4","0","0","0","0","0","2","0","1580","1560","","","Thief,Elf","Skirmish.Scowly Caper enters play under your opponent’s control and can be used as if it belonged to any house.At the end of your turn, destroy one ofScowly Caper’s neighbors.",""
"Sneklifter","Shadows","CALL_OF_THE_ARCHONS – 313 | AGE_OF_ASCENSION – 316","2.6","0","0","0","1.5","0","2","0.5","0","0","0","0","2","0","6434","5342","[object Object]","returnsFriendlyCreaturesToHand – 2 – anyHouse | returnsCreaturesFromDiscard – 2 – anyHouse | destroysEnemyArtifacts – -2 – anyHouse","Thief,Elf","Play: Take control of an enemy artifact. While under your control, if it does not belong to one of your three houses, it is considered to be of house Shadows.",""
"Selwyn the Fence","Shadows","CALL_OF_THE_ARCHONS – 309 | AGE_OF_ASCENSION – 314","1.7000000000000002","0.5","0.5","0","0","0","3","0","0","0","0","0","3","0","5200","4713","","capturesAmber – 3 – anyHouse","Thief,Elf","Fight/Reap: Move 1A from one of your cards to your pool.",""
"Shard of Greed","Shadows","AGE_OF_ASCENSION – 315","2.5","0","2.5","0","0","0","0","0","0","0","0","0","0","0","731","768","[object Object] | [object Object]","","Item,Shard","Action: Gain 1A for each friendly Shard.","Forged from courage."
"Urchin","Shadows","CALL_OF_THE_ARCHONS – 315","2.6999999999999997","1","1","0","0","0","3","0","0","0","0","0","1","0","57499","43349","[object Object] | [object Object] | [object Object] | [object Object]","returnsFriendlyCreaturesToHand – 3 – house | returnsFriendlyCreaturesToHand – 1 – anyHouse","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Steal 1<A>.",""
"Duskrunner","Shadows","CALL_OF_THE_ARCHONS – 316 | AGE_OF_ASCENSION – 285","1.5","0.75","0.75","0","0","0","0","0","0","0","0","0","0","0","16548","14040","[object Object] | [object Object]","preventsDamage – 3 – house | highTotalCreaturePower – 2 – anyHouse | protectsCreatures – 2 – anyHouse","","This creature gains, “Reap: Steal 1<A>.” ","“Call me Night-Haunter and Duskrunner, call me Who-Goes-There? and Just-The-Wind.” –‘The First Thief’, a Shadows children’s tale "
"The Sting","Shadows","CALL_OF_THE_ARCHONS – 295 | AGE_OF_ASCENSION – 317","1","0","1","0","0","0","0","0","0","0","0","1","0","0","5711","4873","[object Object]","forgesKeys – 3 – anyHouse | destroysFriendlyArtifacts – 2 – anyHouse | returnsFriendlyArtifactsToHand – 1 – anyHouse","Vehicle","Skip your “forge a key” step.You get all A spent by your opponent when forging keys.Action: Sacrifice The Sting.",""
"Ring of Invisibility","Shadows","CALL_OF_THE_ARCHONS – 317 | AGE_OF_ASCENSION – 310","1.3","0","1","0","0","0","3","0","0","0","0","1","0","0","5110","4553","[object Object] | [object Object] | [object Object]","causesFighting – 1 – anyHouse | lowTotalCreaturePower – -1 – anyHouse","","This creature gains elusive and skirmish.","“I put it down for just a second...”"
"Silent Dagger","Shadows","CALL_OF_THE_ARCHONS – 318","1.75","0","1","0","0","0.75","0","0","0","0","0","1","0","0","12347","10080","[object Object]","highTotalCreaturePower – 1 – anyHouse | lowTotalCreaturePower – -2 – anyHouse","","This creature gains, “Reap: Deal 4<D> to a flank creature.”",""
"Cooperative Hunting","Untamed","CALL_OF_THE_ARCHONS – 319","1","0","0","0","0","1","0","0","0","0","0","0","0","0","20117","18806","[object Object] | [object Object]","highCreatureCount – 2 – anyHouse | lowCreatureCount – -2 – anyHouse","","Play: Deal 1<D> for each friendly creature in play. You may divide this damage among any number of creatures.","“It sure beats uncooperative hunting!”"
"Dharna","Untamed","AGE_OF_ASCENSION – 319","1.6","0","1","0","0","0","2","0","0","0","0","0","2","0","11481","12314","[object Object] | [object Object]","damagesFriendlyCreatures – 3 – anyHouse","Witch,Elf","Play: Gain 1A for each damaged friendly creature.Reap: Heal 2 damage from a friendly creature.",""
"Curiosity","Untamed","CALL_OF_THE_ARCHONS – 320 | AGE_OF_ASCENSION – 351","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","3556","3507","","scientist – -3 – anyHouse","","Play: Destroy each Scientist creature.","“It started with Schrödinger’s cat and just kept going from there.” – Quixo the “Adventurer”"
"Duskwitch","Untamed","AGE_OF_ASCENSION – 320","2.3","0","1.5","0","0","0","4","0","0","0","0","0","1","0","12297","12957","[object Object] | [object Object] | [object Object]","goodFight – 1 – anyHouse | goodAction – 1 – anyHouse | goodReap – 1 – anyHouse | omega – -3 – house","Human,Witch","Omega. (After you play this card, end this step.)Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Your creatures enter play ready.",""
"Fertility Chant","Untamed","CALL_OF_THE_ARCHONS – 321","2","-2","4","0","0","0","0","0","0","0","0","4","0","0","3346","3013","","forgesKeys – 3 – house | stealsAmber – 1 – anyHouse","","Play: Your opponent gains 2<A>.",""
"Fanghouse","Untamed","AGE_OF_ASCENSION – 321","1.1","0","0","0","0","0","7","0","0","0","0","0","3","0","11270","12267","","causesFighting – 1 – anyHouse","Beast","Assault 3. (Before this creature attacks, deal 3D to the attacked enemy.)Hazardous 3. (Before this creature is attacked, deal 3D to the attacking enemy.)",""
"Fogbank","Untamed","CALL_OF_THE_ARCHONS – 322 | AGE_OF_ASCENSION – 340","1.5","0","1","0","0","0","0","0","0","0","0.5","1","0","0","11888","11615","[object Object]","","","Play: Your opponent cannot use creatures to fight on their next turn.",""
"Full Moon","Untamed","CALL_OF_THE_ARCHONS – 323 | AGE_OF_ASCENSION – 322","1.5","0","1.5","0","0","0","0","0","0","0","0","0","0","0","33125","32195","","highCreatureCount – 2 – house | returnsFriendlyCreaturesToHand – 2 – anyHouse | lowCreatureCount – -3 – house","","Play: For the remainder of the turn, gain 1<A> each time you play a creature.","”Mathematically, a moon orbiting the Crucible is impossible.””Then what is that?!”"
"Glimmer","Untamed","AGE_OF_ASCENSION – 323","2","0","0","0","0","0","1","1.5","0","0","0","0","1","0","12173","12819","[object Object] | [object Object] | [object Object] | [object Object]","shufflesDiscard – -1 – anyHouse | alpha – -3 – house","Faerie","Alpha. (You can only play this card before doing anything else this step.)Play: Return a card from your discard pile to your hand.",""
"Grovekeeper","Untamed","AGE_OF_ASCENSION – 324","1.1","0","0","0","0","0","7","0","0","0","0","0","3","0","11537","12557","[object Object] | [object Object]","protectsCreatures – 1 – anyHouse","Human,Witch","At the end of your turn, give each neighboring creature a +1 power counter.",""
"Key Charge","Untamed","CALL_OF_THE_ARCHONS – 325 | AGE_OF_ASCENSION – 325","1.5","0","0","1.5","0","0","0","0","0","0","0","0","0","0","28206","27849","[object Object]","highExpectedAmber – 3 – house | archives – 2 – anyHouse | returnsCardsFromDiscard – 2 – house | lowExpectedAmber – -3 – house","","Play: Lose 1A. If you do, you may forge a key at current cost.","“You might call it madness, but forall we know madness is a key ingredient.” – Inka the Spider"
"Lifeweb","Untamed","CALL_OF_THE_ARCHONS – 326 | AGE_OF_ASCENSION – 342","2","0.5","1.5","0","0","0","0","0","0","0","0","1","0","0","12881","11984","","","","Play: If your opponent played 3 or more creatures on their previous turn, steal 2<A>.",""
"Knoxx","Untamed","AGE_OF_ASCENSION – 326","1","0","0","0","0","0","6","0","0","0","0","0","3","0","11180","12248","","","Beast","Knoxx gets +3 power for each neighbor it has.","“The hypnopotamus is the deadliestanimal on three known planets.” – Science Officer Wu"
"Lost in the Woods","Untamed","CALL_OF_THE_ARCHONS – 327","2","0","1","0","0","1","0","0","0","0","0","1","0","0","26725","22405","","lowCreatureCount – 2 – anyHouse | goodPlay – 1 – anyHouse | highCreatureCount – -1 – anyHouse","","Play: Choose 2 friendly creatures and 2 enemy creatures. Shuffle each chosen creature into its owner’s deck.",""
"Marmo Swarm","Untamed","AGE_OF_ASCENSION – 327","0.8","0","0","0","0","0","4","0","0","0","0","0","2","0","10854","11798","","","Beast","Marmo Swarm gets +1 power for each A in your pool.",""
"Mimicry","Untamed","CALL_OF_THE_ARCHONS – 328 | AGE_OF_ASCENSION – 343","3","0","0","0","0","0","0","0","0","0","3","0","0","0","15607","13831","","","","When you play this card, treat it as a copy of an action card in your opponent’s discard pile.","It is said that if you travel far enough across the Crucible, you will eventually meet yourself."
"Persistence Hunting","Untamed","AGE_OF_ASCENSION – 328","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","11388","12248","","","","Play: Choose a house. Exhaust each enemy creature of the chosen house.",""
"Nature’s Call","Untamed","CALL_OF_THE_ARCHONS – 329 | AGE_OF_ASCENSION – 344","4","0","1","0","0","2","0","0","1","0","0","1","0","0","18288","14803","[object Object] | [object Object]","","","Play: Return up to 3 creatures to their owners’ hands.","“Gotta go, gotta go, gotta go...”"
"Nocturnal Maneuver","Untamed","CALL_OF_THE_ARCHONS – 330","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","22170","20143","","","","Play: Exhaust up to 3 creatures.","Every world has its fearsome creatures that thrive in the darkness, and the Crucible has them all. "
"Rustgnawer","Untamed","AGE_OF_ASCENSION – 330","1.5499999999999998","0","0","0","0.75","0","4","0","0","0","0","0","4","0","11382","12579","[object Object] | [object Object]","increasesCreaturePower – 1 – anyHouse","Insect,Beast","Fight: Destroy an artifact. If that artifact had an Æmber bonus, you gain that much A.",""
"Save the Pack","Untamed","CALL_OF_THE_ARCHONS – 333 | AGE_OF_ASCENSION – 331","0.5","0","0","0","0","1","0","-0.5","0","0","0","0","0","0","27398","28929","[object Object] | [object Object]","damagesMultipleEnemies – 2 – anyHouse | damagesFriendlyCreatures – -2 – anyHouse","","Play: Destroy each damaged creature. Gain 1 chain.",""
"Regrowth","Untamed","CALL_OF_THE_ARCHONS – 332 | AGE_OF_ASCENSION – 329","2","0","1","0","0","0","0","1","0","0","0","1","0","0","35456","33305","[object Object]","shufflesDiscard – -1 – anyHouse | lowCreatureCount – -3 – house","","Play: Return a creature from your discard pile to your hand.","“Deep in the heart of every bear, one can find...another bear.” -Dr. Escotera"
"Song of Spring","Untamed","AGE_OF_ASCENSION – 332","1.5","0","1","0","0","0","0","0.5","0","0","0","1","0","0","10488","12061","","goodPlay – 3 – house","","Play: Shuffle any number of friendly Untamed creatures from your hand, discard pile, or battleline back into your deck.",""
"Tantadlin","Untamed","AGE_OF_ASCENSION – 333","1.4","0","0","0","0","0","5","0","0.5","0","0","0","9","0","10822","11724","[object Object]","","Tree","Tantadlin only deals 2D when fighting.Fight: Discard a random card from your opponent’s archives.","“Were you gonna eat that?”"
"Scout","Untamed","CALL_OF_THE_ARCHONS – 334","2","0","1","0","0","1","0","0","0","0","0","1","0","0","2990","2619","[object Object]","highTotalCreaturePower – 2 – anyHouse | goodFight – 1 – anyHouse | lowTotalCreaturePower – -2 – anyHouse","","Play: For the remainder of the turn, up to 2 friendly creatures gain skirmish. Then, fight with those creatures one at a time.",""
